flag,gender,education,house_val,age,online,customer_psy,occupation,mortgage,region,car_prob,fam_income
Y,M,3. Bach,191656,4_<=45,Y,A,Professional,2Med,South,3,E
Y,M,4. Grad,37487,7_>65,N,E,Retired,1Low,South,7,F
N,F,2. Some College,53366,4_<=45,Y,J,Professional,1Low,South,7,F
N,F,. <HS,,4_<=45,Y,C,Professional,1Low,Midwest,4,H
Y,F,1. HS,216997,5_<=55,Y,B,Blue Collar,1Low,South,1,F
Y,M,1. HS,27536,6_<=65,Y,D,Professional,1Low,Northeast,3,F
Y,M,3. Bach,828792,7_>65,Y,B,Retired,1Low,West,1,F
Y,F,2. Some College,,1_Unk,Y,U,Sales/Service,2Med,Northeast,,U
Y,F,4. Grad,,4_<=45,Y,E,Professional,1Low,South,3,F
N,M,2. Some College,24416,1_Unk,Y,B,Sales/Service,1Low,Midwest,4,C
N,F,. <HS,,1_Unk,N,G,Retired,1Low,West,9,A
N,M,3. Bach,112815,4_<=45,N,F,Blue Collar,1Low,South,5,F
Y,M,1. HS,354489,6_<=65,N,B,Farm,1Low,South,1,G
Y,M,. <HS,34335,4_<=45,Y,C,Blue Collar,3High,Northeast,5,E
N,M,4. Grad,3765,6_<=65,Y,B,Professional,3High,South,2,F
Y,M,3. Bach,234393,4_<=45,Y,C,Professional,1Low,Midwest,3,F
N,F,2. Some College,113322,2_<=25,N,G,Sales/Service,1Low,West,2,B
Y,M,3. Bach,,5_<=55,Y,J,Professional,1Low,Midwest,2,I
Y,F,4. Grad,554853,4_<=45,Y,B,Others,3High,South,1,G
N,M,1. HS,58511,7_>65,N,J,Retired,1Low,South,2,B
Y,F,4. Grad,,4_<=45,Y,E,Professional,1Low,Northeast,3,K
N,M,3. Bach,16452,5_<=55,Y,D,Sales/Service,1Low,Northeast,2,D
Y,M,2. Some College,,2_<=25,Y,J,Blue Collar,1Low,Midwest,5,D
N,F,3. Bach,3597,5_<=55,Y,C,Professional,2Med,South,1,H
N,F,2. Some College,12336,7_>65,Y,D,Others,1Low,South,2,C
N,M,2. Some College,51388,1_Unk,Y,A,Professional,1Low,West,1,F
Y,M,2. Some College,439978,1_Unk,N,A,Sales/Service,1Low,South,5,F
Y,M,. <HS,1964,4_<=45,N,G,Blue Collar,1Low,Midwest,8,C
N,M,1. HS,18343,1_Unk,Y,B,Others,1Low,Northeast,1,H
N,M,3. Bach,1,4_<=45,Y,B,Professional,1Low,Midwest,1,E
N,M,1. HS,,2_<=25,Y,G,Blue Collar,1Low,Northeast,7,F
Y,M,2. Some College,244914,4_<=45,Y,C,Professional,1Low,South,1,F
N,F,1. HS,231167,5_<=55,Y,B,Sales/Service,2Med,Northeast,2,E
Y,M,4. Grad,,1_Unk,Y,E,Sales/Service,1Low,Midwest,9,D
N,M,2. Some College,2834,1_Unk,N,E,Blue Collar,3High,West,8,D
N,U,2. Some College,363351,1_Unk,Y,E,Sales/Service,3High,West,2,C
Y,M,. <HS,,7_>65,Y,J,Retired,1Low,South,8,E
Y,M,3. Bach,2874,4_<=45,Y,F,Professional,2Med,Northeast,5,F
N,M,1. HS,111137,6_<=65,N,B,Blue Collar,1Low,Midwest,4,H
Y,F,4. Grad,136359,5_<=55,Y,B,Sales/Service,1Low,Northeast,2,F
N,F,3. Bach,2736,5_<=55,Y,C,Sales/Service,1Low,Midwest,5,E
Y,M,3. Bach,1,5_<=55,Y,E,Professional,1Low,Midwest,1,I
Y,M,4. Grad,824585,5_<=55,Y,E,Professional,1Low,West,5,A
N,F,. <HS,355776,2_<=25,Y,B,Sales/Service,2Med,West,2,F
N,M,3. Bach,,3_<=35,Y,E,Professional,3High,Rest,3,C
Y,M,3. Bach,4896,1_Unk,Y,C,Professional,1Low,South,2,F
Y,M,4. Grad,371613,7_>65,Y,E,Retired,1Low,Rest,5,I
Y,M,4. Grad,121119,5_<=55,Y,C,Retired,1Low,South,1,L
N,F,1. HS,,7_>65,Y,H,Retired,1Low,Midwest,8,A
Y,F,4. Grad,178542,5_<=55,Y,C,Professional,3High,Northeast,1,I
Y,F,2. Some College,3885,5_<=55,N,F,Blue Collar,1Low,Midwest,7,C
Y,M,4. Grad,2882,7_>65,N,F,Retired,1Low,Midwest,7,E
N,F,3. Bach,38965,4_<=45,Y,C,Professional,3High,Midwest,2,G
Y,M,1. HS,374742,6_<=65,N,C,Professional,2Med,South,2,G
Y,F,3. Bach,52363,6_<=65,Y,B,Professional,3High,Midwest,1,F
N,F,1. HS,3597,1_Unk,Y,E,Blue Collar,1Low,Midwest,8,F
Y,M,1. HS,24282,5_<=55,Y,F,Sales/Service,1Low,South,6,F
Y,F,4. Grad,,3_<=35,N,A,Professional,1Low,Northeast,8,A
N,M,. <HS,23443,2_<=25,Y,J,Blue Collar,1Low,Midwest,8,E
Y,M,3. Bach,534764,3_<=35,Y,B,Professional,1Low,West,1,K
Y,M,2. Some College,288953,1_Unk,N,E,Professional,2Med,South,4,C
N,F,. <HS,13571,1_Unk,Y,E,Sales/Service,1Low,Midwest,2,G
Y,M,1. HS,4355,1_Unk,N,E,Blue Collar,1Low,Rest,8,F
N,F,3. Bach,169691,3_<=35,Y,A,Sales/Service,1Low,Midwest,3,E
N,M,3. Bach,416925,1_Unk,Y,I,Professional,1Low,South,6,F
N,F,1. HS,,5_<=55,N,C,Professional,1Low,South,2,F
N,F,2. Some College,7118,2_<=25,N,G,Sales/Service,1Low,South,7,B
Y,M,2. Some College,26941,6_<=65,N,B,Others,2Med,South,1,G
Y,M,4. Grad,68517,3_<=35,Y,F,Blue Collar,1Low,South,3,E
Y,F,3. Bach,335157,6_<=65,Y,C,Professional,3High,West,2,G
N,F,2. Some College,,3_<=35,Y,E,Professional,1Low,West,9,E
N,M,2. Some College,191164,4_<=45,Y,E,Sales/Service,1Low,Northeast,1,F
Y,F,1. HS,1975,1_Unk,N,F,Blue Collar,1Low,South,4,E
N,F,3. Bach,233941,7_>65,N,B,Retired,1Low,South,3,E
N,M,1. HS,8755,5_<=55,Y,F,Sales/Service,1Low,Northeast,8,E
N,F,3. Bach,12432,3_<=35,Y,F,Professional,1Low,Midwest,1,F
N,F,2. Some College,125666,3_<=35,Y,J,Professional,1Low,South,1,C
N,F,3. Bach,,4_<=45,N,E,Sales/Service,1Low,West,6,A
Y,M,4. Grad,1387134,5_<=55,Y,B,Professional,3High,South,1,L
Y,M,1. HS,394,5_<=55,Y,C,Professional,1Low,South,1,G
Y,M,4. Grad,1737656,5_<=55,Y,C,Professional,1Low,West,1,C
N,F,3. Bach,,4_<=45,Y,F,Professional,1Low,South,1,D
Y,F,4. Grad,12924,4_<=45,Y,G,Sales/Service,1Low,South,3,G
Y,M,2. Some College,288414,6_<=65,Y,D,Retired,1Low,South,4,F
N,F,2. Some College,192712,3_<=35,Y,F,Sales/Service,1Low,South,5,E
Y,M,2. Some College,,5_<=55,Y,E,Professional,1Low,West,4,G
N,F,1. HS,45634,1_Unk,Y,B,Professional,1Low,South,5,I
N,M,1. HS,13856,7_>65,N,D,Retired,1Low,South,4,A
N,M,4. Grad,23775,5_<=55,Y,E,Professional,1Low,South,2,J
Y,F,4. Grad,23698,5_<=55,N,B,Sales/Service,2Med,South,1,H
Y,M,. <HS,291313,3_<=35,Y,C,Others,1Low,South,6,F
N,F,,,1_Unk,N,G,Sales/Service,1Low,Northeast,9,A
Y,M,1. HS,181975,6_<=65,Y,E,Professional,1Low,South,6,F
N,M,2. Some College,151431,2_<=25,N,C,Blue Collar,1Low,Midwest,5,F
Y,M,2. Some College,,5_<=55,N,G,Blue Collar,1Low,South,5,C
Y,U,3. Bach,253588,4_<=45,Y,B,Professional,1Low,Midwest,1,F
Y,M,,5886,1_Unk,N,G,Others,1Low,South,9,C
Y,M,2. Some College,5848,4_<=45,Y,C,Professional,1Low,West,2,E
N,M,2. Some College,421176,6_<=65,Y,B,Professional,1Low,West,2,I
N,M,4. Grad,811668,7_>65,Y,B,Retired,3High,West,1,A
N,M,1. HS,,4_<=45,N,A,Blue Collar,1Low,South,5,D
N,M,1. HS,189987,3_<=35,Y,I,Sales/Service,1Low,West,8,D
Y,M,3. Bach,134544,6_<=65,Y,F,Professional,1Low,South,1,I
Y,M,2. Some College,4248,4_<=45,N,B,Sales/Service,1Low,West,4,K
Y,M,2. Some College,76265,5_<=55,Y,C,Sales/Service,3High,Northeast,1,D
Y,M,. <HS,333322,6_<=65,Y,B,Professional,1Low,South,1,F
Y,M,2. Some College,3399328,5_<=55,Y,B,Professional,1Low,South,1,F
Y,M,1. HS,325692,1_Unk,Y,E,Blue Collar,1Low,Northeast,2,I
N,F,1. HS,188395,4_<=45,Y,E,Blue Collar,1Low,Midwest,7,E
N,M,2. Some College,187785,5_<=55,Y,E,Professional,1Low,Midwest,1,E
Y,F,2. Some College,72267,2_<=25,Y,C,Professional,3High,South,1,L
N,F,2. Some College,226445,3_<=35,Y,B,Sales/Service,1Low,Midwest,5,F
N,F,2. Some College,39785,5_<=55,Y,E,Professional,3High,Northeast,2,G
N,F,3. Bach,,5_<=55,Y,E,Sales/Service,1Low,Northeast,9,C
Y,M,2. Some College,33681,5_<=55,Y,C,Sales/Service,1Low,South,5,F
N,F,2. Some College,163296,1_Unk,Y,B,Sales/Service,1Low,West,6,G
N,M,3. Bach,51993,4_<=45,Y,E,Professional,3High,Northeast,1,F
N,F,2. Some College,,4_<=45,N,G,Sales/Service,1Low,Midwest,4,A
Y,M,2. Some College,514153,7_>65,Y,E,Retired,2Med,West,2,E
N,F,4. Grad,289634,5_<=55,Y,C,Sales/Service,1Low,South,3,F
Y,M,4. Grad,19872,4_<=45,N,B,Professional,1Low,Northeast,1,J
N,F,2. Some College,6662461,1_Unk,Y,B,Professional,1Low,Northeast,1,L
Y,M,4. Grad,1131311,7_>65,Y,B,Professional,2Med,Northeast,1,L
Y,M,3. Bach,14224,1_Unk,Y,C,Blue Collar,1Low,South,1,F
N,U,2. Some College,,2_<=25,Y,E,Blue Collar,1Low,South,6,E
Y,M,3. Bach,1333331,4_<=45,Y,C,Professional,3High,South,1,L
N,F,1. HS,158578,6_<=65,Y,I,Blue Collar,1Low,Northeast,5,G
Y,M,2. Some College,637813,4_<=45,Y,C,Sales/Service,3High,South,1,J
N,M,4. Grad,57643,2_<=25,Y,E,Sales/Service,1Low,West,4,E
Y,M,4. Grad,15132,4_<=45,Y,C,Professional,3High,Midwest,1,F
N,F,2. Some College,14336,5_<=55,N,C,Blue Collar,1Low,Midwest,3,G
N,U,2. Some College,,1_Unk,Y,J,Sales/Service,1Low,West,8,E
Y,M,. <HS,,7_>65,N,I,Retired,1Low,South,3,D
Y,M,2. Some College,19178,3_<=35,Y,F,Sales/Service,2Med,South,1,E
Y,M,3. Bach,364775,4_<=45,Y,C,Professional,3High,Northeast,2,K
N,M,,299662,3_<=35,Y,C,Professional,1Low,Northeast,2,I
Y,M,1. HS,291847,6_<=65,Y,F,Sales/Service,1Low,West,7,C
N,F,. <HS,,1_Unk,Y,E,Blue Collar,1Low,Midwest,9,E
N,F,1. HS,,7_>65,N,D,Retired,1Low,West,1,B
Y,F,3. Bach,49922,4_<=45,Y,C,Sales/Service,1Low,West,2,F
Y,M,2. Some College,3774,5_<=55,Y,B,Professional,1Low,Northeast,3,E
Y,F,2. Some College,,4_<=45,Y,E,Professional,1Low,West,9,F
N,F,. <HS,15,7_>65,N,H,Retired,1Low,Northeast,2,C
Y,M,3. Bach,465212,4_<=45,Y,A,Sales/Service,1Low,South,1,E
Y,M,1. HS,44578,5_<=55,N,E,Blue Collar,1Low,Northeast,4,F
N,M,2. Some College,227853,2_<=25,N,B,Blue Collar,1Low,Midwest,2,J
N,F,1. HS,,3_<=35,N,G,Sales/Service,1Low,Rest,3,B
Y,F,1. HS,35214,5_<=55,N,J,Blue Collar,1Low,Midwest,5,D
N,M,2. Some College,625442,6_<=65,Y,B,Sales/Service,3High,West,3,H
N,U,,25822,2_<=25,Y,E,Professional,1Low,South,5,E
Y,M,3. Bach,,4_<=45,Y,E,Blue Collar,1Low,South,3,E
Y,M,. <HS,16753,5_<=55,Y,C,Professional,1Low,South,2,G
N,F,1. HS,13986,7_>65,Y,D,Blue Collar,1Low,West,4,C
N,F,2. Some College,1212,7_>65,N,G,Retired,1Low,Midwest,7,C
N,F,3. Bach,224649,7_>65,Y,C,Professional,1Low,Midwest,2,J
N,F,2. Some College,76518,2_<=25,Y,C,Sales/Service,2Med,West,2,K
N,M,2. Some College,157979,5_<=55,Y,E,Blue Collar,1Low,Northeast,1,E
N,M,2. Some College,264325,4_<=45,Y,B,Sales/Service,1Low,Midwest,1,E
Y,M,2. Some College,352,1_Unk,N,G,Blue Collar,1Low,South,3,D
Y,M,3. Bach,584577,6_<=65,Y,B,Professional,1Low,Midwest,1,H
Y,M,4. Grad,,4_<=45,Y,C,Blue Collar,1Low,Midwest,2,G
Y,M,2. Some College,47841,6_<=65,Y,B,Professional,1Low,Midwest,1,J
N,M,3. Bach,347437,4_<=45,N,C,Professional,1Low,Northeast,2,F
N,U,. <HS,177125,4_<=45,N,B,Others,1Low,West,3,E
N,M,1. HS,,3_<=35,Y,C,Blue Collar,1Low,South,3,E
N,M,2. Some College,2242,6_<=65,Y,E,Sales/Service,1Low,Rest,1,D
N,M,2. Some College,772537,2_<=25,Y,B,Professional,3High,South,1,L
N,F,. <HS,,7_>65,Y,D,Professional,1Low,Midwest,1,D
N,F,. <HS,298224,1_Unk,N,E,Sales/Service,1Low,Northeast,8,C
Y,F,4. Grad,11847,6_<=65,Y,I,Professional,1Low,Northeast,5,D
Y,M,3. Bach,251659,5_<=55,Y,C,Professional,1Low,Midwest,3,C
Y,M,1. HS,18346,1_Unk,N,B,Blue Collar,1Low,South,1,E
Y,F,2. Some College,,4_<=45,Y,E,Sales/Service,1Low,West,2,D
N,M,3. Bach,455111,1_Unk,Y,D,Professional,1Low,South,1,K
N,M,1. HS,349999,7_>65,N,F,Retired,1Low,Northeast,5,E
N,M,1. HS,199851,6_<=65,N,E,Sales/Service,1Low,Northeast,3,F
N,F,4. Grad,1245562,6_<=65,N,B,Sales/Service,3High,West,3,E
Y,F,1. HS,,5_<=55,Y,A,Sales/Service,1Low,South,5,B
Y,M,3. Bach,64451,5_<=55,N,F,Sales/Service,1Low,West,7,D
Y,U,4. Grad,2163889,1_Unk,Y,B,Professional,1Low,Northeast,1,L
Y,F,3. Bach,158595,5_<=55,Y,E,Professional,1Low,Midwest,2,G
Y,F,3. Bach,19579,5_<=55,Y,B,Sales/Service,2Med,Midwest,1,D
Y,M,3. Bach,219351,5_<=55,Y,C,Professional,2Med,Northeast,1,F
N,M,3. Bach,,5_<=55,Y,B,Others,1Low,West,3,F
Y,M,1. HS,498675,6_<=65,Y,H,Blue Collar,1Low,Northeast,5,B
Y,M,2. Some College,279312,4_<=45,Y,C,Sales/Service,2Med,South,1,E
N,F,1. HS,78854,4_<=45,N,I,Sales/Service,1Low,South,3,E
N,F,1. HS,553654,1_Unk,Y,B,Sales/Service,2Med,Northeast,2,B
Y,F,1. HS,464667,6_<=65,Y,C,Professional,3High,Northeast,2,I
Y,F,. <HS,9117,5_<=55,Y,I,Professional,1Low,South,3,F
N,M,1. HS,,6_<=65,N,A,Sales/Service,1Low,West,2,C
Y,M,1. HS,7659,6_<=65,Y,F,Sales/Service,1Low,Midwest,4,E
Y,F,1. HS,256455,4_<=45,Y,B,Sales/Service,1Low,South,1,E
N,F,1. HS,47115,5_<=55,Y,E,Sales/Service,1Low,West,5,E
N,M,3. Bach,186782,1_Unk,Y,F,Others,1Low,Midwest,4,C
N,F,3. Bach,132544,3_<=35,N,J,Blue Collar,1Low,South,4,C
N,F,4. Grad,424947,7_>65,N,C,Retired,1Low,South,1,G
N,F,3. Bach,17716,3_<=35,Y,J,Professional,1Low,South,3,E
Y,M,1. HS,183512,6_<=65,Y,I,Others,1Low,South,3,B
N,F,1. HS,39697,7_>65,Y,I,Retired,1Low,Midwest,8,E
N,F,2. Some College,,2_<=25,N,C,Sales/Service,1Low,West,3,G
Y,F,4. Grad,,4_<=45,Y,E,Sales/Service,1Low,West,3,E
Y,F,2. Some College,637868,5_<=55,Y,C,Others,3High,West,3,E
N,F,1. HS,3815,3_<=35,N,C,Blue Collar,1Low,West,2,E
N,F,2. Some College,158867,6_<=65,Y,G,Professional,1Low,South,3,A
Y,M,1. HS,29871,4_<=45,Y,J,Blue Collar,1Low,Midwest,7,E
N,M,. <HS,1623,1_Unk,N,I,Sales/Service,1Low,South,7,B
N,F,1. HS,23731,6_<=65,Y,D,Sales/Service,1Low,Northeast,2,H
N,M,2. Some College,,1_Unk,N,I,Others,1Low,South,5,A
N,M,1. HS,96399,4_<=45,Y,J,Blue Collar,1Low,Northeast,4,C
Y,M,2. Some College,35134,5_<=55,Y,B,Professional,3High,South,1,F
N,M,3. Bach,,3_<=35,Y,A,Professional,1Low,Midwest,3,G
N,F,1. HS,15359,3_<=35,Y,G,Blue Collar,1Low,South,5,C
Y,F,1. HS,443412,5_<=55,Y,F,Blue Collar,1Low,West,2,C
N,F,1. HS,147826,6_<=65,Y,J,Sales/Service,1Low,Northeast,4,D
N,F,. <HS,393446,4_<=45,Y,F,Sales/Service,2Med,West,2,B
N,M,4. Grad,327555,5_<=55,Y,C,Sales/Service,1Low,Northeast,2,F
N,F,1. HS,,6_<=65,Y,G,Sales/Service,1Low,Midwest,8,B
Y,M,. <HS,145318,7_>65,N,F,Retired,1Low,Midwest,5,E
N,F,2. Some College,252226,3_<=35,N,F,Professional,1Low,West,1,F
N,M,4. Grad,262581,5_<=55,Y,E,Sales/Service,1Low,South,2,F
N,U,. <HS,5545,4_<=45,Y,F,Blue Collar,1Low,Midwest,8,F
N,F,. <HS,,5_<=55,N,B,Professional,1Low,Northeast,3,F
N,M,2. Some College,33694,4_<=45,Y,C,Sales/Service,1Low,Midwest,1,L
Y,M,1. HS,,1_Unk,N,F,Sales/Service,1Low,West,8,C
Y,F,4. Grad,,1_Unk,N,G,Sales/Service,1Low,South,4,B
N,M,3. Bach,,7_>65,N,B,Retired,1Low,West,3,E
Y,F,3. Bach,267531,3_<=35,Y,J,Professional,1Low,Midwest,1,E
N,F,1. HS,424,1_Unk,Y,F,Blue Collar,1Low,South,8,D
N,F,2. Some College,77662,4_<=45,N,J,Blue Collar,1Low,Midwest,9,E
N,F,1. HS,59296,1_Unk,Y,J,Blue Collar,1Low,Northeast,3,C
Y,F,1. HS,27653,6_<=65,Y,B,Retired,1Low,South,2,E
N,M,. <HS,,3_<=35,N,G,Blue Collar,1Low,Northeast,9,A
Y,M,2. Some College,415996,4_<=45,N,C,Sales/Service,1Low,Northeast,1,G
N,F,1. HS,,5_<=55,Y,G,Sales/Service,1Low,West,5,D
N,M,4. Grad,,1_Unk,Y,A,Others,1Low,Northeast,9,E
N,M,,1299,1_Unk,Y,F,Sales/Service,1Low,Midwest,5,E
Y,F,1. HS,17427,6_<=65,Y,B,Professional,1Low,Northeast,8,E
N,F,3. Bach,694548,4_<=45,Y,C,Sales/Service,1Low,South,1,H
Y,F,2. Some College,156556,1_Unk,N,F,Sales/Service,1Low,Midwest,4,E
N,F,1. HS,,6_<=65,N,H,Professional,1Low,South,9,A
N,F,2. Some College,46325,5_<=55,Y,C,Professional,2Med,South,2,E
N,F,2. Some College,176569,4_<=45,N,C,Professional,1Low,South,2,D
Y,M,2. Some College,287454,1_Unk,N,C,Sales/Service,3High,South,1,F
Y,F,2. Some College,431694,3_<=35,Y,F,Professional,2Med,West,5,B
N,M,2. Some College,299444,1_Unk,Y,C,Professional,3High,South,3,H
Y,M,2. Some College,17925,4_<=45,Y,C,Others,2Med,Midwest,3,G
N,M,. <HS,391244,3_<=35,Y,J,Sales/Service,1Low,South,2,I
N,M,2. Some College,33931,6_<=65,N,J,Sales/Service,1Low,South,1,D
N,M,3. Bach,,6_<=65,Y,E,Others,1Low,Midwest,5,H
N,F,3. Bach,26467,1_Unk,Y,F,Professional,1Low,West,9,E
N,F,1. HS,,1_Unk,N,E,Sales/Service,1Low,Midwest,5,K
Y,F,3. Bach,56886,6_<=65,Y,B,Sales/Service,1Low,South,5,E
N,F,3. Bach,196298,6_<=65,N,B,Retired,1Low,South,2,E
N,F,1. HS,7194,1_Unk,Y,F,Sales/Service,1Low,South,7,E
Y,M,2. Some College,336384,6_<=65,Y,E,Professional,1Low,South,1,F
N,M,3. Bach,1527,6_<=65,Y,B,Professional,1Low,Midwest,1,H
N,M,3. Bach,276282,4_<=45,Y,C,Professional,1Low,South,1,I
N,M,. <HS,14388,7_>65,Y,I,Retired,1Low,South,7,H
Y,F,1. HS,235589,1_Unk,Y,E,Sales/Service,1Low,Northeast,2,E
Y,F,2. Some College,7881,6_<=65,Y,F,Sales/Service,1Low,Midwest,4,G
N,F,4. Grad,122169,4_<=45,Y,I,Professional,1Low,South,1,C
Y,M,4. Grad,445711,5_<=55,Y,C,Professional,3High,Northeast,1,L
N,M,. <HS,,3_<=35,N,I,Blue Collar,1Low,South,8,A
N,M,4. Grad,329289,1_Unk,Y,B,Professional,1Low,Northeast,1,H
Y,F,3. Bach,373543,4_<=45,Y,C,Professional,2Med,Midwest,1,J
N,M,3. Bach,346347,5_<=55,Y,C,Professional,2Med,Midwest,1,G
N,M,3. Bach,365586,6_<=65,Y,B,Others,2Med,West,1,K
Y,M,3. Bach,4517,2_<=25,Y,A,Sales/Service,1Low,Northeast,3,F
Y,M,3. Bach,283727,5_<=55,Y,B,Professional,1Low,South,3,G
Y,F,4. Grad,1292859,1_Unk,Y,C,Professional,1Low,South,1,G
Y,F,. <HS,269186,1_Unk,N,B,Sales/Service,2Med,South,6,H
Y,M,1. HS,871128,6_<=65,Y,C,Sales/Service,3High,Northeast,1,K
Y,F,2. Some College,18639,4_<=45,Y,C,Sales/Service,2Med,Midwest,3,G
N,F,4. Grad,19872,3_<=35,Y,B,Professional,3High,West,1,F
N,F,1. HS,872,7_>65,Y,B,Retired,1Low,Northeast,5,E
N,M,1. HS,,7_>65,Y,I,Retired,1Low,Midwest,4,F
N,M,1. HS,278364,5_<=55,Y,C,Blue Collar,3High,South,5,B
Y,F,3. Bach,,4_<=45,N,G,Sales/Service,1Low,Midwest,9,B
N,U,1. HS,167554,7_>65,N,D,Retired,1Low,Midwest,1,C
Y,M,2. Some College,379865,5_<=55,Y,B,Sales/Service,2Med,South,1,I
Y,F,1. HS,174116,6_<=65,Y,F,Sales/Service,1Low,Northeast,3,F
N,F,. <HS,11446,7_>65,N,I,Retired,1Low,Northeast,1,E
Y,M,3. Bach,37674,7_>65,Y,D,Retired,1Low,West,2,E
Y,M,3. Bach,292528,3_<=35,Y,C,Professional,2Med,South,1,F
Y,F,4. Grad,,3_<=35,Y,B,Professional,1Low,Midwest,2,F
N,M,3. Bach,57724,4_<=45,N,D,Professional,3High,Northeast,1,L
Y,U,4. Grad,,1_Unk,N,A,Professional,1Low,Midwest,8,D
Y,F,4. Grad,,3_<=35,Y,C,Professional,1Low,Northeast,2,F
N,F,3. Bach,28784,1_Unk,Y,B,Professional,3High,South,1,F
Y,M,2. Some College,155391,4_<=45,Y,C,Professional,1Low,South,1,K
Y,F,4. Grad,,6_<=65,Y,J,Others,1Low,South,5,B
N,M,2. Some College,772864,2_<=25,Y,B,Professional,1Low,Midwest,1,J
N,F,1. HS,51884,3_<=35,Y,B,Professional,3High,Northeast,1,B
Y,M,4. Grad,4922,6_<=65,Y,B,Professional,1Low,Midwest,1,L
N,M,4. Grad,9674,3_<=35,Y,F,Professional,1Low,South,1,F
Y,F,3. Bach,337551,5_<=55,Y,E,Professional,2Med,Midwest,2,H
Y,M,2. Some College,2419,4_<=45,Y,F,Sales/Service,1Low,South,1,E
Y,M,3. Bach,217912,5_<=55,Y,C,Professional,2Med,South,1,F
Y,M,. <HS,411285,6_<=65,N,E,Retired,1Low,West,6,E
N,M,. <HS,,1_Unk,N,G,Others,1Low,Northeast,5,D
Y,M,3. Bach,381,4_<=45,Y,F,Professional,1Low,South,1,A
N,M,2. Some College,98273,6_<=65,Y,G,Sales/Service,1Low,Northeast,6,A
N,F,4. Grad,776232,5_<=55,Y,C,Professional,1Low,South,1,L
Y,M,1. HS,32846,5_<=55,Y,F,Professional,1Low,Midwest,1,E
Y,F,. <HS,16316,6_<=65,Y,G,Sales/Service,1Low,South,3,E
N,F,. <HS,4578,2_<=25,Y,C,Sales/Service,3High,West,8,G
Y,F,1. HS,467642,1_Unk,Y,B,Professional,1Low,South,1,I
Y,M,3. Bach,78439,4_<=45,Y,E,Blue Collar,3High,West,1,G
N,M,2. Some College,219978,2_<=25,Y,D,Professional,1Low,South,1,F
N,M,1. HS,971,6_<=65,N,I,Sales/Service,1Low,West,7,H
N,M,3. Bach,,2_<=25,N,E,Sales/Service,1Low,South,7,C
N,M,2. Some College,28462,2_<=25,N,I,Sales/Service,1Low,Northeast,3,E
Y,M,3. Bach,337987,4_<=45,Y,C,Blue Collar,3High,South,1,A
Y,M,1. HS,15633,1_Unk,N,I,Others,1Low,South,8,C
N,F,2. Some College,,2_<=25,N,E,Sales/Service,1Low,South,8,A
Y,M,4. Grad,669532,5_<=55,Y,C,Professional,3High,Midwest,1,L
Y,M,2. Some College,,4_<=45,Y,E,Sales/Service,1Low,South,3,E
Y,M,4. Grad,38526,4_<=45,Y,B,Professional,3High,West,9,E
N,F,2. Some College,12387,4_<=45,N,F,Retired,1Low,South,5,B
Y,M,3. Bach,2675,5_<=55,Y,C,Professional,3High,South,1,L
Y,M,3. Bach,286864,3_<=35,Y,C,Blue Collar,2Med,South,3,E
N,F,2. Some College,173833,3_<=35,N,E,Sales/Service,1Low,South,2,E
N,U,1. HS,26582,1_Unk,N,C,Blue Collar,1Low,South,3,F
N,M,3. Bach,279258,7_>65,Y,D,Professional,1Low,South,1,A
Y,M,1. HS,123987,7_>65,Y,B,Retired,1Low,Northeast,1,E
Y,M,. <HS,251572,1_Unk,Y,F,Sales/Service,3High,South,4,F
N,F,1. HS,149985,7_>65,Y,G,Retired,1Low,South,3,C
Y,M,4. Grad,,3_<=35,N,E,Professional,1Low,Midwest,9,C
N,F,,739674,2_<=25,N,E,Sales/Service,1Low,West,5,A
Y,F,4. Grad,423792,6_<=65,Y,B,Professional,3High,South,1,C
N,F,1. HS,,6_<=65,N,F,Sales/Service,1Low,South,4,C
N,F,1. HS,,6_<=65,N,C,Sales/Service,1Low,South,8,G
N,M,2. Some College,5798,5_<=55,Y,B,Sales/Service,3High,West,2,H
Y,F,3. Bach,417252,5_<=55,Y,C,Professional,2Med,South,2,H
Y,F,3. Bach,489519,5_<=55,Y,B,Professional,1Low,South,2,E
N,M,. <HS,5156,4_<=45,N,G,Sales/Service,1Low,South,8,B
Y,F,3. Bach,355383,6_<=65,Y,B,Professional,1Low,Midwest,1,K
N,F,,55962,3_<=35,Y,E,Sales/Service,1Low,West,4,E
N,M,2. Some College,338445,6_<=65,Y,B,Professional,2Med,South,2,G
N,M,2. Some College,1177232,7_>65,Y,B,Professional,3High,Northeast,1,L
N,F,3. Bach,,3_<=35,Y,J,Blue Collar,1Low,Midwest,5,F
Y,M,,351525,1_Unk,Y,B,Others,1Low,South,2,G
Y,M,3. Bach,,3_<=35,N,G,Sales/Service,1Low,West,6,D
Y,M,4. Grad,38628,4_<=45,Y,C,Professional,3High,Midwest,1,L
Y,M,4. Grad,313535,6_<=65,Y,B,Professional,2Med,Midwest,2,E
Y,F,1. HS,32538,5_<=55,Y,B,Professional,3High,South,1,I
Y,F,3. Bach,336,4_<=45,N,J,Others,1Low,West,1,D
Y,M,2. Some College,25192,5_<=55,Y,F,Blue Collar,1Low,South,1,F
Y,M,2. Some College,37927,1_Unk,N,B,Professional,1Low,West,8,E
Y,M,4. Grad,216539,4_<=45,Y,C,Professional,2Med,Northeast,1,G
